Gene,ENSG,logFC,logCPM,F,PValue,FDR
TUBB6,ENSG00000176014,0.9251472123078954,6.778775714847779,40.737613979739855,3.746280485524781e-5,0.0023444415552818314
CHEK2,ENSG00000183765,1.1618764969186512,3.3822278375157184,40.70652214962966,3.759677806793401e-5,0.0023444415552818314
DNAJB5,ENSG00000137094,0.9834640440972031,5.687750144630425,40.704657538674226,3.7604756723803486e-5,0.0023444415552818314
ITPKC,ENSG00000086544,1.0887969614805373,4.635161172677599,40.6922477611016,3.7658380487473516e-5,0.0023444415552818314
EPHB4,ENSG00000196411,2.169573202128113,0.09557606210564516,40.62268315047801,3.7985310764056086e-5,0.002354058241310729
TEF,ENSG00000167074,-1.0637723426871935,3.9848252104990447,40.554799909270315,3.825823976210661e-5,0.002354058241310729
PNPLA1,ENSG00000180316,2.037777856546601,0.2857250070997825,40.54614244616804,3.8312581057279056e-5,0.002354058241310729
GZF1,ENSG00000125812,-1.0293162603736685,3.607692852403689,40.3650035163762,3.910503354804699e-5,0.002385222489958316
RGS2,ENSG00000116741,1.0876772711665168,6.209218177492988,40.35342534287821,3.9157346282927345e-05,0.002385222489958316
NA,ENSG00000288634,1.0639134733734752,3.7628353966082457,40.22673357121074,3.973573525475838e-5,0.0024100661400010535
ZFP36L1,ENSG00000185650,-0.9950702088003185,7.480032566845331,40.16548336210079,4.001888252462366e-5,0.0024168668711024854
FAM78A,ENSG00000126882,-0.9994701326886667,3.9196088750370977,39.95456873574575,4.101230206008851e-5,0.0024586038146199416
SH2D3C,ENSG00000095370,-1.2093897572031487,2.3118157716964896,39.9451895372428,4.1057918217542186e-5,0.0024586038146199416
DUSP16,ENSG00000111266,0.9571286321815492,4.917733966936654,39.8008906396906,4.175427686516989e-5,0.0024897529141712275
IER5L,ENSG00000188483,-1.4255458568978665,2.6405167585262905,39.68760853417499,4.231202908399229e-5,0.0025124100630881476
SRGAP1,ENSG00000196935,0.960510224170349,6.023173210845804,39.42270841933259,4.3648129894748243e-5,0.002580901136705365
TBC1D16,ENSG00000167291,0.9854014276015601,5.805040033291054,39.31360197771169,4.421307143498803e-5,0.0026034130229968784
PIK3R1,ENSG00000145675,-0.8396254479389607,6.4094704085664045,39.275953454871456,4.440999202845456e-5,0.0026041577068303726
DENND2D,ENSG00000162777,0.8820149864986347,5.324716132680102,39.224045884783266,4.4683185651739295e-5,0.002609350329051156
GIMAP6,ENSG00000133561,-1.0605592112819495,4.701490230582374,38.77487016962622,4.713118365494762e-5,0.0027409789605420567
SERPINB9,ENSG00000170542,0.9259539038210052,7.937893254615377,38.66392678085841,4.775975832046594e-5,0.0027661512482984618
FANCL,ENSG00000115392,-0.9090786492392792,5.924914335212255,37.99996957636692,5.173337696468924e-5,0.0029840656459795443
NECTIN4,ENSG00000143217,-1.4733062635495182,2.4941124711031555,37.58850383139765,5.4391077379375986e-5,0.0031246126240867538
ATOH8,ENSG00000168874,1.2329271369603956,2.3017396730574085,37.444450359863794,5.535871906218172e-5,0.0031673255780840163
FZD2,ENSG00000180340,-1.0519702646881353,3.1483809815265382,37.35481331200059,5.597036115977464e-5,0.003189407838346513
ELK1,ENSG00000126767,0.8504885015317369,5.491785947245761,37.30469907776881,5.631569033738599e-5,0.0031930127986991826
GALNT11,ENSG00000178234,0.8722895356750552,5.283933125376193,37.251763574364496,5.668362706055455e-5,0.0031930127986991826
ID3,ENSG00000117318,-1.2446755222672556,2.423996987749626,37.24791917353677,5.6711450075961986e-5,0.0031930127986991826
NR4A2,ENSG00000153234,1.0201823386316287,3.4568170444912196,37.02651121447185,5.828113902650118e-5,0.003268369272708392
ARL4A,ENSG00000122644,-1.1685678913331097,2.9189537635731897,36.8658045207891,5.9453503357813054e-5,0.0033209364009984745
FAM186B,ENSG00000135436,1.4582979465160282,1.3976428413835167,36.79979112635125,5.9946169634165064e-5,0.0033352727136614986
SGPP2,ENSG00000163082,0.9027768126056228,7.9297364410218405,36.742660048168226,6.036968118960276e-5,0.003345664057143005
TMEM217B,ENSG00000286105,2.1146335608948106,-0.22079701247852274,36.53104372188613,6.204137244737723e-5,0.0034248776383841214
LILRB1,ENSG00000104972,0.9129036452444679,8.183599455431128,36.49172910474572,6.228932423620338e-5,0.0034251857202569113
DIPK2A,ENSG00000181744,-0.9751626169945337,3.9208690828151664,36.42871801129492,6.278257298165261e-5,0.0034389276022353285
IRF8,ENSG00000140968,0.8130594586266078,7.135070581734618,36.199735171105814,6.461371982985848e-5,0.003525564048785946
SVIL,ENSG00000197321,1.0252201690876053,3.406516458897558,36.13675919975591,6.512835216393539e-5,0.0035306090236947416
RHCG,ENSG00000140519,1.7861592601665581,0.2557503116256626,36.129847205204435,6.520584171980807e-5,0.0035306090236947416
PTK2B,ENSG00000120899,0.8714263215300961,7.123905018048676,36.00497748434892,6.622054660858076e-5,0.003571865514017035
CALHM2,ENSG00000138172,-1.0361437315363229,3.8890355156102476,35.884198144013666,6.724056732745596e-5,0.00361309390673615
NEURL2,ENSG00000124257,1.357327867458708,2.1012751626927564,35.837571801242575,6.764080981403508e-5,0.003620833046560393
NT5C3A,ENSG00000122643,-1.0061867990723998,5.4238006774966445,35.68123414239919,6.899623649510135e-5,0.0036794521288632917
RAB33A,ENSG00000134594,1.4374676725409423,1.2215617362442008,35.64767227371072,6.929690370342974e-5,0.0036815933952513875
BMP2,ENSG00000125845,1.0255511026987836,3.12664478963129,35.37111334472591,7.178413157632263e-5,0.0037867733190109203
CENPF,ENSG00000117724,-1.1049166045644419,3.02623143333953,35.368026451123434,7.181257072565289e-5,0.0037867733190109203
NA,ENSG00000285708,1.4295516559413008,4.962183324625319,35.316136796018895,7.229139902230198e-5,0.0037935157152295435
PTPRO,ENSG00000151490,-0.8776343160810929,4.538706166217254,35.296122392444644,7.24773027959225e-5,0.0037935157152295435
BAMBI,ENSG00000095739,1.2668774602559136,2.924121851988888,35.21535618692892,7.32337995696367e-5,0.0038189669945317565
EPAS1,ENSG00000116016,0.8828720628224678,6.231375895177086,35.02367380358305,7.506434993480459e-5,0.0039000345341127147
SERTAD2,ENSG00000179833,-0.8011770035720407,5.878918913960153,34.89572021663756,7.631655553110524e-5,0.003950569826980144
NA,ENSG00000284895,1.3244932884151426,1.215461367210516,34.690887904693696,7.837782701903142e-5,0.004033589392928988
ELOVL7,ENSG00000164181,0.9906415482290373,5.894454625983749,34.67924677881311,7.849116070304781e-5,0.004033589392928988
TMEM170B,ENSG00000205269,-1.4484384094940241,2.450116732061251,34.47721680274154,8.058776005429487e-5,0.0041263269024902
AMIGO2,ENSG00000139211,1.3852692993008315,0.9327455218179962,34.43775220388126,8.101111206701253e-5,0.004133029009859282
SLA,ENSG00000155926,-0.780348260509517,7.073705172318923,34.32591787147613,8.21983560280068e-5,0.004178514990603568
HIP1R,ENSG00000130787,1.6893723666016116,0.04890650676713099,34.21377845096466,8.344809488988647e-5,0.0042261152890522785
TRIM65,ENSG00000141569,-1.0398774837706455,3.464351487722234,34.16486878018121,8.395598750573492e-5,0.0042261152890522785
BCL2L1,ENSG00000171552,0.8311475779296505,5.63385322586711,34.157994271175056,8.4031870664003e-5,0.0042261152890522785
RABGEF1,ENSG00000154710,0.808481841559441,5.457660202914598,33.935610113089425,8.653420644778384e-5,0.004336529806808799
TIFAB,ENSG00000255833,-1.1214809365969025,2.4658475122951127,33.85966326404541,8.741001783128829e-5,0.0043649412437871595
TRIM36,ENSG00000152503,1.0319926347180743,2.900267406600644,33.76096129211141,8.856136927762655e-5,0.004406863628983867
PPP4R2,ENSG00000163605,1.1175206521270549,6.178564732632924,33.71487218762609,8.910468412257973e-5,0.004415405172286858
RREB1,ENSG00000124782,-0.8012154774440384,6.7763528253292895,33.693531136644275,8.935790258095396e-5,0.004415405172286858
CGN,ENSG00000143375,0.8553291612478565,4.667637858468866,33.59974175945815,9.048080282265586e-5,0.004431381717811324
HAVCR2,ENSG00000135077,-0.7812233701013976,6.484436106436564,33.577042867012466,9.07550203475748e-5,0.004431381717811324
BCL9L,ENSG00000186174,0.8143969173844294,9.027672878944651,33.56871726574653,9.085584814578903e-5,0.004431381717811324
OSBPL3,ENSG00000070882,0.8164556992269694,5.172528647010905,33.56214753010383,9.093551501311094e-5,0.004431381717811324
FOXO1,ENSG00000150907,0.8087781896922365,5.691018010289449,33.50404271760566,9.16435914647567e-5,0.0044488508501349935
CD40,ENSG00000101017,0.8140863119741099,8.88715793305489,33.481209008767884,9.192360941405449e-5,0.0044488508501349935
FOS,ENSG00000170345,0.9193494617329692,3.768481330675892,33.27420920280782,9.450846101694728e-5,0.004558339833076788
CEACAM19,ENSG00000186567,1.0543667240657597,5.362881646849057,33.010835932366,9.792107572779574e-5,0.00467831011790864
ICAM1,ENSG00000090339,0.9222586321952865,11.282603673357993,32.99931372167264,9.807362923409959e-5,0.00467831011790864
PFKFB4,ENSG00000114268,-0.9355533309026257,3.5461115261754097,32.98278797536547,9.829303830644965e-5,0.00467831011790864
NFIL3,ENSG00000165030,-0.8159592357073409,5.241181470787434,32.98075239103558,9.8319990448547e-5,0.00467831011790864
CSF2,ENSG00000164400,3.2104233021914963,-1.4479793451470233,32.80740785910036,1.0093260514708452e-4,0.004786508644089256
NIPAL4,ENSG00000172548,1.0378587644589194,3.3888230573706513,32.65525241194517,1.0276024665217985e-4,0.004856882293272929
TIGD2,ENSG00000180346,-1.1456156627336478,2.0825230789096625,32.473047454582876,1.0535056874381443e-4,0.004962714124958618
FUT7,ENSG00000180549,-1.3604547206145126,1.1169087725172542,32.397407634540365,1.064525027180045e-4,0.004997962685750298
AXL,ENSG00000167601,-1.265634719336171,1.6451396708064296,32.21182297741664,1.0919655054252456e-4,0.005109820040619063
NXN,ENSG00000167693,1.449657928636614,0.5651699732707425,32.171842029523596,1.098110822498511e-4,0.005121617869158072
KLF7,ENSG00000118263,0.7904948083612863,6.312110114119798,32.10148562813901,1.108651837982269e-4,0.005153772294199153
CLCN5,ENSG00000171365,0.7959294017099248,5.175692672799094,31.889808333261477,1.141594346447942e-4,0.005289511902951579
GADD45A,ENSG00000116717,0.858886180767793,5.6514747889776835,31.768577065637853,1.1609766564099069e-4,0.005361739251106145
KDM6B,ENSG00000132510,0.8039731699326911,7.501065637000607,31.68001847392464,1.1753789377459784e-4,0.005410571709519924
MRTFA,ENSG00000196588,0.7780935055115029,7.8676716692449915,31.484583865867357,1.2079091243387153e-4,0.005532754779837955
GIMAP2,ENSG00000106560,-1.0945255161843248,4.291103560123436,31.473701379830786,1.2097517881191112e-4,0.005532754779837955
NAMPT,ENSG00000105835,0.8688124010494456,10.987973544118274,31.443488962840725,1.2148828092697968e-4,0.005536698141516037
HMGCS1,ENSG00000112972,0.8347965087279685,7.72889236625478,31.422576390363844,1.2184497042255077e-4,0.005536698141516037
NFIA,ENSG00000162599,-1.2380142955746873,1.5971908152827143,31.340540202369255,1.2326147232805462e-4,0.005581817718277832
EGR3,ENSG00000179388,1.8260601335292517,-0.14992727856675642,31.304809738315626,1.2393997240801708e-4,0.005581817718277832
PPP1R15B,ENSG00000158615,0.7907339572860154,9.507772802658668,31.27833347451225,1.2433886901824906e-4,0.005581817718277832
DGKH,ENSG00000102780,0.7449000654919777,6.633333272891603,31.27382280773806,1.2441781639240852e-4,0.005581817718277832
FRMD7,ENSG00000165694,1.8955790220537727,-0.1173888645928013,31.23076839970982,1.2523968230360286e-4,0.005600908830109227
RSAD2,ENSG00000134321,-0.8584382174339722,8.551906563134763,31.191118634334615,1.258757575263665e-4,0.005611596862342623
UBASH3B,ENSG00000154127,0.8218724289349084,5.5266778721467915,31.146374903526375,1.2667285839985883e-4,0.005624761400156641
ARL5B,ENSG00000165997,0.8829364766919237,5.99635360831972,31.129941736496896,1.2696708793164227e-4,0.005624761400156641
PLEKHA4,ENSG00000105559,1.676228834672963,-0.04757878966615838,31.02466664931408,1.2891971247619882e-4,0.005693416802230131
STEAP2,ENSG00000157214,1.3848361212163693,0.6420909185489603,30.90404415538642,1.311101705095002e-4,0.005772115045608276
FHL3,ENSG00000183386,-0.8347077983689791,4.378459794038243,30.75790021941314,1.338475280675358e-4,0.0058743269150634035
OSM,ENSG00000099985,-0.9492564235951257,3.701528502646782,30.649901586147003,1.3592598830491705e-4,0.0059417076108614604
JADE1,ENSG00000077684,-0.9972485052317388,3.044706374180403,30.634631185896474,1.3622369557876544e-4,0.0059417076108614604
NA,ENSG00000310561,1.2396098931775472,1.9459181282676832,30.49782405854274,1.389206797781904e-4,0.0060406986050011895
CCNF,ENSG00000162063,-1.276189162657432,1.2825954553873578,30.47641936802893,1.3935180453026076e-4,0.006040857980434494
ANKRD28,ENSG00000206560,0.7554000486318635,5.9615832846461805,30.431742580155888,1.4024060827387113e-4,0.006060795951456719
MIDEAS,ENSG00000156030,-0.7598207342032698,6.662436851128877,30.40367654660025,1.4080725291723054e-4,0.006066732006787506
BRCA2,ENSG00000139618,0.7881439014406293,6.811546766245269,30.287644893564224,1.4317853318973576e-4,0.006142104062116501
SEMA4C,ENSG00000168758,1.4478011854062869,1.6664662443020524,30.275947547763433,1.434258661547159e-4,0.006142104062116501
PLAUR,ENSG00000011422,0.9292190237321024,7.634611043668676,30.247529569982454,1.4400920102807405e-4,0.0061484532596034515
ADAMTS4,ENSG00000158859,1.2423510503951305,4.994081076666813,30.215953881388895,1.446670328019733e-4,0.0061579352637273705
PDIK1L,ENSG00000175087,-1.1338406878849376,2.681870268446526,30.036110792500324,1.4848325542582403e-4,0.006301397494527764
LILRB2,ENSG00000131042,0.9111013473290978,8.011026834188314,29.951918135510844,1.5030747606562133e-4,0.006359716322632816
ASPM,ENSG00000066279,-1.0819167574949615,2.406791720097057,29.893113980563758,1.5160062392752618e-4,0.00637698461904245
C2orf69,ENSG00000178074,0.85814998726465,4.796998815387913,29.892227144319115,1.5161808887618618e-4,0.00637698461904245
PHF21A,ENSG00000135365,-0.7352293495060237,7.081419159849214,29.69758030032899,1.5598566780491963e-4,0.00654121500717841
NRROS,ENSG00000174004,-0.8526188416998174,4.283417749205551,29.664038291230593,1.5675314946391898e-4,0.0065539512077636185
TRGC2,ENSG00000227191,1.8459231255067485,0.49521759369654117,29.617628299488835,1.578541352808209e-4,0.006580515161618174
SLC41A1,ENSG00000133065,0.7409941617887426,6.659099042822607,29.581195914763978,1.586675145062541e-4,0.006594968573536419
NFATC1,ENSG00000131196,0.7746380116916384,5.005482235427762,29.426611955750804,1.6231352552807402e-4,0.006699972488254935
ORAI3,ENSG00000175938,-0.900177540190392,3.521524682142179,29.422151606229896,1.6242032076473157e-4,0.006699972488254935
TNS1,ENSG00000079308,0.7948683203365,7.478688312471069,29.413965996535115,1.6261608855586208e-4,0.006699972488254935
ZNF774,ENSG00000196391,-0.8519344724953949,4.6479132681597175,29.357048279720804,1.6398620174687273e-4,0.006728840439038296
CEPT1,ENSG00000134255,0.7628797663407502,6.1112896991394345,29.335307031910286,1.6451307426144462e-4,0.006728840439038296
AGTR1,ENSG00000144891,1.4934127032366744,0.3449865985367306,29.327026939022094,1.6474517350037154e-4,0.006728840439038296
NA,ENSG00000284461,0.8137602356079467,4.6033203457353284,29.263416959707875,1.6626953774941252e-4,0.006771530569091348
FOXD3,ENSG00000187140,3.302326939402546,-1.3069243020595882,29.256029761650236,1.673130744121132e-4,0.006794449332160874
FLI1,ENSG00000151702,-0.8059427627872993,4.970181572291406,29.194058913705028,1.6798493463942698e-4,0.006802186522419432
KIFC1,ENSG00000237649,-1.3021131211444663,0.7657780287063194,29.100570924688654,1.703466556316948e-4,0.00687811124967746
MTCL2,ENSG00000149639,-0.7438749150077005,6.615069772266072,28.985070962127576,1.732804116504504e-4,0.00697663469357312
DCANP1,ENSG00000251380,-1.3025059601657802,1.1816747182220289,28.95679615299374,1.7402239041494386e-4,0.006986603469727235
ASTL,ENSG00000188886,1.6005135557074108,0.3715826106917023,28.856770159419113,1.7666160597962807e-4,0.007072469732872816
H2BC7,ENSG00000277224,-1.033676207141346,3.144751900228572,28.791729124566647,1.783553244549161e-4,0.007081359955341709
S1PR2,ENSG00000267534,-0.7915594756175542,4.55722620772905,28.791375057463735,1.7836372576762714e-4,0.007081359955341709
HAND1,ENSG00000113196,4.938564717774853,-2.3966902876576395,26.075108944287116,1.7838693349148373e-4,0.007081359955341709
CCDC134,ENSG00000100147,-0.8165944112324444,4.171645207039744,28.766047613769757,1.7904126285442945e-4,0.00708742612509467
FOXO3B,ENSG00000240445,0.9335830464513232,4.325572871691924,28.721748338636015,1.8023351319315238e-4,0.007114692761021311
LILRA1,ENSG00000104974,1.0083771323142732,2.6545265492506043,28.693125291693033,1.8101087862819595e-4,0.007125475589898789
FAM117A,ENSG00000121104,1.1093308593929618,3.9249823417895895,28.600065825259904,1.8355664143446368e-4,0.007205617935421779
PDGFRL,ENSG00000104213,-0.9657489978972171,2.775190150698866,28.50702990514457,1.8614705713624523e-4,0.007287064297643816
EXT1,ENSG00000182197,0.9211178678852895,3.1263708367554797,28.434672186618304,1.8818935286105506e-4,0.007346662802852017
BRPF3,ENSG00000096070,0.8492325945036644,6.218321673602471,28.353030676346485,1.905261144224458e-4,0.007417396829250699
CEP295NL,ENSG00000178404,-1.069294824821749,2.2376743828079237,28.24474635805661,1.9368135103195686e-4,0.007519518826328611
SGMS1,ENSG00000198964,0.7269997070491871,5.909964190184746,28.092121148411064,1.982260608382661e-4,0.007674878607579113
FUCA1,ENSG00000179163,-0.7383144568997033,6.601062714528486,28.003803226188918,2.0091461455015876e-4,0.007757719488587004
H1-5,ENSG00000184357,-0.965085309120468,2.9857240669815615,27.966260588814112,2.020716696645269e-4,0.007781135792095625
CD80,ENSG00000121594,0.7415609952718732,7.856759336882838,27.940649218928698,2.0286332977638723e-4,0.0077903928706519136
KLF13,ENSG00000169926,-0.7539715720177464,7.495525796213993,27.86972306169699,2.0507830908959702e-4,0.007854110200688848
TMEM26,ENSG00000196932,0.8390625709567552,3.7450077256276364,27.83622587698698,2.061343816784619e-4,0.00787321914021628
SLC1A2,ENSG00000110436,0.7341052051065962,6.3176511175962355,27.809383970593906,2.0698497976606535e-4,0.0078843982049974
PIK3C2B,ENSG00000133056,0.9686986268182198,2.6754297836693293,27.678324818201098,2.1119986232071532e-4,0.008023323801925669
C7orf25,ENSG00000136197,0.8874399452345623,4.349076610251915,27.59227186488055,2.140194543646946e-4,0.00810864056054119
